First Name,Last Name,Mailing Address,Mailing City,Mailing State,Mailing Zip,Property Address,Property City,Property State,Property Zip,Lead Type,Document Type,Date Filed,Document Number,Amount/Debt Owed,Seller Score,Motivated Seller Flags,Source,Public Records URL
,,,,TX,,122 DAVIS CT,San Antonio,TX,78209,Notice of Foreclosure / Mortgage,NOFC,,26625,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,1216 CANYON RIDGE DR,San Antonio,TX,78227,Notice of Foreclosure / Mortgage,NOFC,,26626,0.0,45,Pre-foreclosure,Bexar County GIS,
,,NULL 1743 W FRENCH PL,SAN ANTONIO,TX,78201,1743 W FRENCH PL,San Antonio,TX,,Notice of Foreclosure / Mortgage,NOFC,,26627,0.0,45,Pre-foreclosure,Bexar County GIS,
,,NULL 22127 TOURING LN,SAN ANTONIO,TX,78257,1327 W RIDGEWOOD CT,San Antonio,TX,,Notice of Foreclosure / Mortgage,NOFC,,26628,0.0,45,Pre-foreclosure,Bexar County GIS,
,,NULL 158 E VESTAL,SAN ANTONIO,TX,78221,158 E VESTAL PL,San Antonio,TX,,Notice of Foreclosure / Mortgage,NOFC,,26629,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,123 HOOVER AVE,San Antonio,TX,78225,Notice of Foreclosure / Mortgage,NOFC,,26630,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,24 DONORE SQ,San Antonio,TX,78229,Notice of Foreclosure / Mortgage,NOFC,,26631,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,5201 VINECREST CIRCLE,San Antonio,TX,78219,Notice of Foreclosure / Mortgage,NOFC,,26632,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,6160 ECKHERT ROAD,San Antonio,TX,78240,Notice of Foreclosure / Mortgage,NOFC,,26633,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,6160 ECKHERT ROAD,San Antonio,TX,78240,Notice of Foreclosure / Mortgage,NOFC,,26634,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,9623 MILL PATH,San Antonio,TX,78254,Notice of Foreclosure / Mortgage,NOFC,,26635,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,7431 SUMMER BLOSSOM COURT,San Antonio,TX,78109,Notice of Foreclosure / Mortgage,NOFC,,26636,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,6723 SUNLIT PASS,San Antonio,TX,78239,Notice of Foreclosure / Mortgage,NOFC,,26637,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,3219 JANE ELLEN ST,San Antonio,TX,78237,Notice of Foreclosure / Mortgage,NOFC,,26638,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,9110 SPRUCE FALLS,San Antonio,TX,78245,Notice of Foreclosure / Mortgage,NOFC,,26639,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,170 DE CHANTLE RD,San Antonio,TX,78201,Notice of Foreclosure / Mortgage,NOFC,,26640,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,406 ARTEMIS DR,San Antonio,TX,78218,Notice of Foreclosure / Mortgage,NOFC,,26641,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,6811 AGUA CALIENTES,San Antonio,TX,78239,Notice of Foreclosure / Mortgage,NOFC,,26642,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,6695 LOW BID LN,San Antonio,TX,78250,Notice of Foreclosure / Mortgage,NOFC,,26643,0.0,45,Pre-foreclosure,Bexar County GIS,
,,NULL 11620 WILSHIRE BLVD STE 540,LOS ANGELES,CA,90025,7200 S PRESA ST,San Antonio,TX,,Notice of Foreclosure / Mortgage,NOFC,,26644,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,815 PIEDMONT AVE,San Antonio,TX,78210,Notice of Foreclosure / Mortgage,NOFC,,26645,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,4718 TRAILWOOD DR,San Antonio,TX,78228,Notice of Foreclosure / Mortgage,NOFC,,26646,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,6206 VILLAGE PT,San Antonio,TX,78250,Notice of Foreclosure / Mortgage,NOFC,,26647,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,110 COLGATE AVE,San Antonio,TX,78228,Notice of Foreclosure / Mortgage,NOFC,,26648,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,821 MARTIN LUTHER KING DR,San Antonio,TX,78203,Notice of Foreclosure / Mortgage,NOFC,,26649,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,817 MARTIN LUTHER KING DR,San Antonio,TX,78203,Notice of Foreclosure / Mortgage,NOFC,,26650,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,510 S OLIVE ST,San Antonio,TX,78203,Notice of Foreclosure / Mortgage,NOFC,,26651,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,5918 PEARL PASS,San Antonio,TX,78222,Notice of Foreclosure / Mortgage,NOFC,,26652,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,6343 MARY JAMISON ST,San Antonio,TX,78238,Notice of Foreclosure / Mortgage,NOFC,,26653,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,17042 BENTON CITY RD,San Antonio,TX,78073,Notice of Foreclosure / Mortgage,NOFC,,26654,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,1880 HORAL ST,San Antonio,TX,78227,Notice of Foreclosure / Mortgage,NOFC,,26655,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,6606 VELMA PATH,San Antonio,TX,78253,Notice of Foreclosure / Mortgage,NOFC,,26656,0.0,45,Pre-foreclosure,Bexar County GIS,
,,NULL 24514 BLISS CANYON,SAN ANTONIO,TX,78260,313 E LOCUST ST,San Antonio,TX,,Notice of Foreclosure / Mortgage,NOFC,,26657,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,822 MEADOW STONE,San Antonio,TX,78109,Notice of Foreclosure / Mortgage,NOFC,,26658,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,2426 TUCKER DRIVE,San Antonio,TX,78222,Notice of Foreclosure / Mortgage,NOFC,,26659,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,227 POOL DR,San Antonio,TX,78223,Notice of Foreclosure / Mortgage,NOFC,,26660,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,4735 GUADALAJARA DR,San Antonio,TX,78233,Notice of Foreclosure / Mortgage,NOFC,,26661,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,23026 SANDY FOREST DRIVE,San Antonio,TX,78112,Notice of Foreclosure / Mortgage,NOFC,,26662,0.0,45,Pre-foreclosure,Bexar County GIS,
,,NULL 409 E ZIPP RD,NEW BRAUNFELS,TX,78130,255 E PETALUMA BLVD,San Antonio,TX,,Notice of Foreclosure / Mortgage,NOFC,,26663,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,6010 HILLJE ST,San Antonio,TX,78223,Notice of Foreclosure / Mortgage,NOFC,,26664,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,25518 VEINING WAY,San Antonio,TX,78261,Notice of Foreclosure / Mortgage,NOFC,,26665,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,9814 BROAD FOREST ST,San Antonio,TX,78238,Notice of Foreclosure / Mortgage,NOFC,,26666,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,14016 MINT TRAIL DR,San Antonio,TX,78232,Notice of Foreclosure / Mortgage,NOFC,,26667,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,315 HOWARD ST,San Antonio,TX,78212,Notice of Foreclosure / Mortgage,NOFC,,26668,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,421 HOWARD ST,San Antonio,TX,78212,Notice of Foreclosure / Mortgage,NOFC,,26669,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,1906 BUFFALO ST,San Antonio,TX,78211,Notice of Foreclosure / Mortgage,NOFC,,26670,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,12820 PEARSALL RD,San Antonio,TX,78002,Notice of Foreclosure / Mortgage,NOFC,,26671,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,8425 AHERN DR,San Antonio,TX,78216,Notice of Foreclosure / Mortgage,NOFC,,26672,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,8915 DATAPOINT DR,San Antonio,TX,78229,Notice of Foreclosure / Mortgage,NOFC,,26673,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,414 CARROLL ST,San Antonio,TX,78225,Notice of Foreclosure / Mortgage,NOFC,,26674,0.0,45,Pre-foreclosure,Bexar County GIS,
,,NULL 224 S SAN MANUEL ST,SAN ANTONIO,TX,78237,224 S SAN MANUEL ST,San Antonio,TX,,Notice of Foreclosure / Mortgage,NOFC,,26675,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,10148 SUNSET PL,San Antonio,TX,78245,Notice of Foreclosure / Mortgage,NOFC,,26676,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,8342 TIMBERWILDE,San Antonio,TX,78250,Notice of Foreclosure / Mortgage,NOFC,,26677,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,9014 WISDOM RIDGE,San Antonio,TX,78252,Notice of Foreclosure / Mortgage,NOFC,,26678,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,614 SEWANEE,San Antonio,TX,78210,Notice of Foreclosure / Mortgage,NOFC,,26679,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,119 COMETA ST,San Antonio,TX,78207,Notice of Foreclosure / Mortgage,NOFC,,26680,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,138 LOS ARBOLES,San Antonio,TX,78214,Notice of Foreclosure / Mortgage,NOFC,,26681,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,9038 OLD SKY HARBOR,San Antonio,TX,78242,Notice of Foreclosure / Mortgage,NOFC,,26682,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,143 APPLETON DR,San Antonio,TX,78227,Notice of Foreclosure / Mortgage,NOFC,,26683,0.0,45,Pre-foreclosure,Bexar County GIS,
,,NULL 141 DANUBE DR STE 102,SAN ANTONIO,TX,78213,439 E YOUNG,San Antonio,TX,,Notice of Foreclosure / Mortgage,NOFC,,26684,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,14222 PHEASANT,San Antonio,TX,78223,Notice of Foreclosure / Mortgage,NOFC,,26685,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,337 AVONDALE AVE,San Antonio,TX,78223,Notice of Foreclosure / Mortgage,NOFC,,26686,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,121 BOEHMER,San Antonio,TX,78204,Notice of Foreclosure / Mortgage,NOFC,,26687,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,6807 BLUEGRASS RUN,San Antonio,TX,78240,Notice of Foreclosure / Mortgage,NOFC,,26688,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,9507 FULWOOD TRAIL,San Antonio,TX,78239,Notice of Foreclosure / Mortgage,NOFC,,26689,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,SE LOOP 410,San Antonio,TX,78223,Notice of Foreclosure / Mortgage,NOFC,,26690,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,BABCOCK RD,San Antonio,TX,78255,Notice of Foreclosure / Mortgage,NOFC,,26691,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,12227 LUCKEY SUMMIT,San Antonio,TX,78252,Notice of Foreclosure / Mortgage,NOFC,,26692,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,10627 BRADY CREEK CAMP,San Antonio,TX,78252,Notice of Foreclosure / Mortgage,NOFC,,26693,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,PECAN VALLEY DR,San Antonio,TX,78223,Notice of Foreclosure / Mortgage,NOFC,,26694,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,27715 RIATA RANCH DR,San Antonio,TX,78261,Notice of Foreclosure / Mortgage,NOFC,,26695,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,DEER RUN,San Antonio,TX,78264,Notice of Foreclosure / Mortgage,NOFC,,26696,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,LAMM RD,San Antonio,TX,78112,Notice of Foreclosure / Mortgage,NOFC,,26697,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,S WEIDNER RD,San Antonio,TX,78233,Notice of Foreclosure / Mortgage,NOFC,,26698,0.0,45,Pre-foreclosure,Bexar County GIS,
,,NULL 5015 BERNADINE DR,SAN ANTONIO,TX,78220,2630 E COMMERCE ST,San Antonio,TX,,Tax Foreclosure,TAXDEED,,26536,0.0,45,Tax lien,Bexar County GIS,
,,,,TX,,1004 MENCHACA ST,San Antonio,TX,78207,Tax Foreclosure,TAXDEED,,26537,0.0,45,Tax lien,Bexar County GIS,
,,,,TX,,133 HOLLY ST,San Antonio,TX,78207,Tax Foreclosure,TAXDEED,,26538,0.0,45,Tax lien,Bexar County GIS,
,,,,TX,,1702 GUADALUPE ST,San Antonio,TX,78207,Tax Foreclosure,TAXDEED,,26539,0.0,45,Tax lien,Bexar County GIS,
,,,,TX,,6510 HIGHLAND GRASS,San Antonio,TX,78109,Tax Foreclosure,TAXDEED,,26540,0.0,45,Tax lien,Bexar County GIS,
,,,,TX,,938 KEATS ST,San Antonio,TX,78211,Tax Foreclosure,TAXDEED,,26541,0.0,45,Tax lien,Bexar County GIS,
,,,,TX,,2255 THOUSAND OAKS DR,San Antonio,TX,78232,Tax Foreclosure,TAXDEED,,26542,0.0,45,Tax lien,Bexar County GIS,
,,,,TX,,4110 TWIN RISE,San Antonio,TX,78073,Tax Foreclosure,TAXDEED,,26543,0.0,45,Tax lien,Bexar County GIS,
,,,,TX,,3677 CANDLEHEAD LN,San Antonio,TX,78244,Tax Foreclosure,TAXDEED,,26544,0.0,45,Tax lien,Bexar County GIS,
,,NULL 21910 DEER CANYON DR,GARDEN RIDGE,TX,78266,620 N NEW BRAUNFELS AVE,San Antonio,TX,,Tax Foreclosure,TAXDEED,,26545,0.0,45,Tax lien,Bexar County GIS,
,,,,TX,,5866 MIDCROWN DR,San Antonio,TX,78218,Tax Foreclosure,TAXDEED,,26546,0.0,45,Tax lien,Bexar County GIS,
,,,,TX,,4334 SILVER LAKE DR,San Antonio,TX,78219,Tax Foreclosure,TAXDEED,,26547,0.0,45,Tax lien,Bexar County GIS,
,,NULL RR 31 BOX 290,SAN ANTONIO,TX,78221,20220 E LOOP 1604,San Antonio,TX,,Tax Foreclosure,TAXDEED,,26548,0.0,45,Tax lien,Bexar County GIS,
,,,,TX,,1136 ELVIRA ST,San Antonio,TX,78207,Tax Foreclosure,TAXDEED,,26549,0.0,45,Tax lien,Bexar County GIS,
,,,,TX,,318 AMARILLO AVE,San Antonio,TX,78225,Tax Foreclosure,TAXDEED,,26550,0.0,45,Tax lien,Bexar County GIS,
,,,,TX,,2903 CASTROVILLE RD,San Antonio,TX,78237,Tax Foreclosure,TAXDEED,,26551,0.0,45,Tax lien,Bexar County GIS,
